budget_usd,channel,industry,audience_size,duration_days,country,predicted_roi
2846.15,instagram,services,199061,22,SA,2.8162
15835.69,tiktok,services,13217,41,JO,2.0409
5485.58,x,fnb,184420,19,EG,1.7217
17708.5,facebook,services,352164,11,AE,3.095
13302.72,x,services,324023,17,LB,1.8001
2325.71,google,services,495082,55,SA,2.2573
16667.33,google,services,498751,17,SA,3.6678
3609.49,google,services,122070,23,AE,2.2321
8527.56,facebook,retail,5772,38,LB,1.8514
11088.48,google,ecommerce,137845,8,LB,2.483
10065.25,instagram,ecommerce,438193,18,SA,4.1623
13754.64,tiktok,retail,406949,12,JO,2.6225
13088.47,google,fnb,50277,55,SA,2.2052
19841.64,google,ecommerce,81038,56,SA,3.1361
19988.5,instagram,fnb,282199,46,JO,2.7309
10377.54,instagram,ecommerce,330631,17,EG,3.4045
1994.46,tiktok,ecommerce,491185,38,EG,2.8392
14584.08,facebook,ecommerce,377758,40,SA,2.4574
19535.62,google,retail,106715,52,EG,1.7927
6434.7,facebook,fnb,19543,11,SA,3.1051
9278.06,tiktok,services,317174,44,EG,2.1467
8553.06,google,ecommerce,277327,14,EG,3.3919
1123.24,facebook,retail,460955,35,EG,1.6738
13478.06,x,fnb,288362,53,JO,1.8861
7131.42,instagram,retail,251118,6,AE,3.3378
15770.53,facebook,ecommerce,152418,11,EG,2.38
16659.19,google,ecommerce,44048,49,LB,2.6845
16442.49,tiktok,retail,438295,4,SA,3.6037
8391.65,google,retail,413205,42,JO,2.332
6498.76,google,fnb,82212,31,EG,2.3019
15001.53,tiktok,ecommerce,352241,22,AE,5.0332
16047.65,x,fnb,182733,52,EG,2.3938
9876.02,instagram,fnb,219080,51,AE,3.2078
17871.32,tiktok,fnb,424485,21,SA,5.1158
2963.78,facebook,services,421170,3,AE,2.2541
17593.47,google,fnb,96130,10,EG,2.8393
2012.3,instagram,retail,154497,9,LB,2.0241
3155.16,google,ecommerce,410865,58,SA,2.6101
10723.42,x,fnb,458579,37,JO,2.1414
1443.62,x,fnb,40455,41,EG,1.596
1150.86,x,services,416963,16,SA,1.8688
110.32,facebook,services,245125,51,JO,1.4785
8782.7,facebook,retail,295565,44,LB,1.8884
15515.02,x,retail,38590,45,JO,1.6149
793.28,instagram,retail,340498,29,AE,2.762
13079.93,facebook,ecommerce,339273,42,JO,2.4467
16480.23,instagram,services,331689,34,JO,2.2684
3443.22,x,ecommerce,395510,24,EG,2.3212
3022.59,instagram,services,473082,36,EG,2.0285
17229.94,facebook,fnb,425079,21,EG,3.5651
16480.18,google,services,372647,57,AE,2.3469
10824.94,facebook,services,490649,43,LB,1.7279
16402.08,instagram,fnb,337597,45,AE,3.3703
1945.85,facebook,ecommerce,336335,43,SA,3.457
7950.18,google,ecommerce,271486,28,EG,2.4191
14782.17,tiktok,ecommerce,384761,57,AE,4.2309
5223.29,x,ecommerce,36616,14,SA,2.591
15071.35,instagram,fnb,253373,35,LB,2.6323
10133.15,instagram,retail,213235,6,LB,2.5175
15030.29,facebook,fnb,456455,19,JO,2.8982
9347.12,instagram,services,37207,35,JO,1.8675
7421.3,tiktok,ecommerce,322235,30,JO,3.1637
4461.87,facebook,fnb,92980,56,AE,1.909
4246.75,tiktok,fnb,441892,37,SA,3.5654
15054.67,x,fnb,426075,26,EG,2.133
2466.32,google,ecommerce,118490,27,AE,3.1723
1811.05,google,retail,435981,37,EG,1.6852
3608.2,x,fnb,248872,48,EG,1.9334
3589.4,google,retail,485550,18,SA,2.3511
16479.84,google,ecommerce,365179,36,SA,3.8297
8030.28,x,fnb,18197,35,AE,1.9857
19808.73,facebook,retail,102158,3,JO,1.8046
2830.5,x,fnb,202395,55,JO,1.8717
13105.44,instagram,retail,106458,35,JO,2.4366
9029.72,google,fnb,67082,16,EG,2.8057
7919.07,x,ecommerce,489043,39,AE,3.5894
17514.18,tiktok,services,434662,41,EG,2.4424
19514.35,facebook,ecommerce,217870,55,AE,3.7922
17469.89,instagram,services,108298,4,JO,1.8044
3926.78,tiktok,ecommerce,91725,26,AE,4.1172
4493.88,x,fnb,457970,13,SA,2.485
13155.87,x,ecommerce,166400,35,LB,1.8495
5852.76,tiktok,retail,7286,31,LB,2.0859
14721.03,x,fnb,199290,30,AE,3.1993
11371.77,tiktok,services,227715,58,SA,3.2066
11063.08,tiktok,fnb,311919,33,LB,2.8077
16588.08,x,fnb,170005,26,JO,2.1692
14239.6,google,retail,461584,6,LB,2.4046
628.9,tiktok,retail,322125,19,JO,2.3164
1084.24,tiktok,services,493308,54,AE,2.8554
12071.01,google,ecommerce,184141,28,AE,3.8729
9775.22,google,retail,326197,54,LB,2.1814
5277.67,tiktok,fnb,183304,33,JO,2.115
8431.26,facebook,ecommerce,350261,34,EG,2.5602
15182.42,facebook,ecommerce,373096,27,LB,2.1206
16549.57,facebook,retail,161592,34,LB,2.0356
11268.34,tiktok,services,468898,6,EG,3.1866
7768.85,google,retail,428722,6,JO,2.1295
5486.87,x,retail,447354,30,LB,1.7745
10486.18,instagram,retail,109681,37,AE,3.3115
6363.52,google,services,359207,34,SA,2.0823
11325.49,google,retail,54083,27,LB,1.8954
13565.38,facebook,fnb,53649,19,AE,3.1447
1414.98,instagram,retail,486654,43,LB,1.2511
121.24,instagram,fnb,77296,37,SA,2.1757
4324.32,x,services,432205,5,EG,1.9846
17900.78,x,fnb,215970,28,SA,3.1887
12961.19,x,fnb,152518,43,AE,2.7644
3522.01,tiktok,services,37675,47,SA,2.7358
17816.25,tiktok,services,337910,19,SA,3.6714
9452.12,instagram,retail,360944,55,LB,2.2062
9574.23,google,ecommerce,234042,40,LB,2.3819
18717.28,facebook,ecommerce,405162,27,LB,2.6371
1283.79,instagram,services,162240,38,JO,1.6887
4382.05,facebook,services,276287,52,EG,2.0455
11756.85,tiktok,services,144100,15,LB,2.7479
3990.18,instagram,fnb,291530,11,AE,3.9106
13622.59,facebook,fnb,68877,28,SA,2.7409
4360.44,instagram,fnb,238607,7,LB,2.0124
2073.22,x,retail,275109,50,JO,1.7558
4219.0,tiktok,ecommerce,278714,58,JO,2.7534
8512.41,x,fnb,223851,37,AE,2.7884
3605.15,x,fnb,322142,58,LB,1.4876
2780.37,x,ecommerce,256581,6,AE,2.8434
17219.61,instagram,services,142335,39,SA,2.534
6475.9,x,services,108463,28,JO,1.7685
7279.1,x,retail,324213,18,AE,3.0283
1199.88,x,fnb,469366,20,AE,3.076
7211.66,instagram,services,376842,34,AE,3.3112
5369.66,instagram,fnb,319657,39,LB,1.9297
12248.65,tiktok,retail,460844,12,LB,2.6636
4187.27,x,ecommerce,449900,38,SA,3.463
17778.47,x,fnb,253728,55,EG,1.8298
18600.37,tiktok,services,55526,3,LB,2.1523
2086.64,facebook,fnb,317507,53,AE,2.965
2237.32,tiktok,services,311802,37,JO,2.3147
2395.0,google,ecommerce,139400,22,JO,3.1646
12429.43,tiktok,ecommerce,424881,44,EG,2.9696
2527.18,instagram,retail,435105,38,SA,2.4807
17062.41,instagram,services,166129,46,SA,3.2689
15110.0,facebook,ecommerce,238952,7,AE,2.9604
16414.2,instagram,services,98376,6,AE,2.9178
10568.6,google,retail,89997,39,AE,2.824
19933.88,instagram,retail,133245,20,EG,2.985
979.08,x,retail,183527,16,EG,1.7744
8085.17,facebook,retail,137193,27,EG,2.2152
6546.34,tiktok,ecommerce,76665,44,EG,2.6444
18978.05,tiktok,ecommerce,224152,13,LB,3.5684
11579.53,x,services,312158,58,EG,2.52
16143.2,x,services,163655,26,JO,1.9879
3489.79,tiktok,ecommerce,267241,11,EG,3.0477
19574.82,google,fnb,136365,7,SA,2.7938
10022.93,google,fnb,352226,51,AE,2.9671
9924.07,tiktok,services,324607,9,EG,2.5419
19420.61,facebook,fnb,480070,26,SA,3.1532
7676.57,tiktok,retail,27463,41,AE,2.9085
8010.75,instagram,services,426716,32,SA,3.6496
11736.58,tiktok,ecommerce,170841,17,LB,3.4373
2648.25,google,retail,33956,9,JO,1.7654
6489.6,instagram,retail,345186,43,EG,2.0039
3944.85,instagram,fnb,86688,30,AE,3.6268
2155.34,x,ecommerce,88749,5,EG,1.8942
17336.28,instagram,services,489846,13,LB,1.8712
11827.69,facebook,services,111243,35,AE,2.7762
7237.59,google,services,274034,12,EG,2.5161
8232.52,google,fnb,101132,25,LB,1.6067
8687.23,x,services,62871,10,EG,1.5206
12699.67,google,retail,1462,48,JO,1.7106
18542.71,x,retail,9008,38,SA,2.2784
18662.31,tiktok,ecommerce,237410,47,AE,3.9144
7890.69,instagram,services,217566,5,EG,2.0332
6652.32,x,retail,20440,24,AE,2.3842
9075.83,instagram,fnb,175446,18,EG,2.602
11401.89,instagram,retail,137196,38,EG,2.5287
9290.18,x,services,286088,49,LB,1.3485
13209.19,x,ecommerce,497406,15,LB,1.9278
11132.54,instagram,fnb,346128,46,LB,2.6142
6482.24,google,fnb,459279,36,LB,2.3975
6980.04,x,retail,96920,49,AE,2.4008
7634.0,google,fnb,108322,7,LB,2.0309
1983.33,facebook,fnb,375653,59,JO,1.6404
3404.65,google,retail,155691,27,JO,2.396
14489.96,facebook,fnb,424536,18,LB,1.9358
7843.02,x,ecommerce,232388,13,AE,3.465
4369.33,facebook,ecommerce,101209,59,EG,2.3654
11297.18,x,fnb,422362,53,EG,2.2576
15135.24,facebook,ecommerce,275679,10,SA,3.1154
5222.71,tiktok,retail,401520,28,JO,2.306
16553.12,instagram,ecommerce,226668,44,EG,2.8797
18557.35,x,fnb,63994,36,EG,1.732
11988.15,instagram,services,340837,13,SA,2.7502
13412.06,google,retail,63099,23,SA,3.1483
1146.26,facebook,ecommerce,331982,23,AE,3.2698
18915.85,tiktok,fnb,208949,19,SA,3.5354
7910.45,x,ecommerce,395973,57,JO,2.1755
18485.62,x,retail,435177,14,AE,2.9688
11621.65,instagram,services,204278,43,LB,2.4082
191.91,instagram,retail,441160,54,SA,2.4861
866.99,tiktok,ecommerce,56338,48,EG,2.6128
13640.33,tiktok,fnb,54575,48,JO,2.6203
11297.09,tiktok,services,496775,12,SA,3.8279
628.0,facebook,ecommerce,287574,10,EG,1.8276
14894.85,google,services,225905,47,AE,2.8021
17057.69,instagram,retail,78681,45,SA,2.8655
9978.71,instagram,retail,145209,45,SA,2.7727
9368.57,x,retail,343378,26,AE,2.7828
208.91,google,ecommerce,411034,32,EG,2.5263
15754.33,instagram,ecommerce,458300,3,JO,3.1211
6681.25,x,fnb,204459,19,AE,2.7114
17587.4,instagram,ecommerce,227929,33,LB,2.5553
7523.91,tiktok,retail,82485,10,JO,2.6635
11345.05,instagram,services,42458,10,JO,2.1337
5479.8,facebook,fnb,219487,5,JO,1.8404
3295.71,tiktok,retail,290047,14,AE,3.2282
15520.67,tiktok,fnb,53053,59,EG,1.9795
9982.15,x,fnb,204849,42,EG,2.0444
10776.11,instagram,fnb,321139,57,EG,2.4548
19311.78,x,retail,405638,17,JO,1.9381
19275.24,google,fnb,469305,37,JO,3.1956
17127.28,facebook,retail,170831,53,SA,2.1815
3833.42,google,ecommerce,196471,23,LB,2.6436
11926.03,tiktok,fnb,437573,40,LB,3.4448
17575.13,instagram,retail,346941,42,JO,2.748
7551.83,tiktok,services,137576,50,JO,2.1257
2112.01,instagram,ecommerce,342885,58,LB,1.8688
16238.16,google,fnb,79601,38,AE,2.7077
9687.09,tiktok,ecommerce,225071,36,AE,3.9243
11331.41,tiktok,services,153933,52,AE,2.7667
19644.67,instagram,services,496327,42,EG,2.293
12183.51,instagram,fnb,18422,23,SA,2.994
8557.09,tiktok,retail,428526,38,SA,3.3333
7462.69,tiktok,fnb,141341,34,SA,3.6917
8410.62,instagram,ecommerce,19075,16,EG,2.2205
2456.14,tiktok,ecommerce,330398,32,EG,2.7151
15915.54,instagram,ecommerce,339338,38,LB,2.7342
16770.57,tiktok,ecommerce,71999,54,LB,2.518
5759.5,facebook,fnb,20124,36,AE,3.0723
6145.55,tiktok,fnb,56571,12,SA,3.3938
17499.25,google,ecommerce,205026,59,JO,2.0186
577.01,x,services,67060,35,JO,1.3832
10457.1,google,fnb,351818,19,EG,2.9789
9327.15,google,fnb,39698,46,LB,1.9521
13833.52,facebook,ecommerce,394669,24,LB,2.1895
3351.49,instagram,retail,437443,24,SA,3.6941
13399.78,google,retail,358708,50,SA,2.523
7597.01,x,services,472113,52,EG,1.8654
12412.42,tiktok,retail,469676,32,LB,2.6484
897.89,x,retail,24234,24,JO,1.4998
9288.37,instagram,ecommerce,171639,52,SA,4.0184
10492.79,facebook,fnb,380275,12,SA,3.3119
4365.1,facebook,services,170480,45,LB,1.4938
2878.51,tiktok,fnb,368838,36,JO,2.9221
3850.64,google,retail,387376,51,SA,2.411
6948.41,instagram,retail,498457,26,AE,3.4325
2026.52,google,ecommerce,165603,50,AE,2.4986
18951.66,google,retail,174587,3,AE,2.728
8159.38,instagram,services,13112,46,LB,1.6836
16198.5,instagram,fnb,143468,6,JO,2.699
19490.9,google,fnb,140984,39,JO,1.9706
1706.63,google,ecommerce,227087,14,JO,2.537
13068.22,facebook,services,211168,57,AE,2.1933
17441.04,instagram,services,428431,46,SA,3.4895
12721.27,tiktok,fnb,387121,8,SA,3.7171
8637.62,tiktok,fnb,364568,53,SA,2.9781
8678.42,facebook,services,3601,17,SA,2.1521
814.39,x,retail,236340,34,SA,1.7889
10738.55,instagram,retail,365069,7,EG,2.9267
19871.51,instagram,services,123036,9,LB,2.1587
19178.28,facebook,services,213000,16,LB,1.9561
903.94,x,retail,363780,33,JO,1.6957
14145.36,instagram,ecommerce,397475,33,JO,2.6421
6105.12,x,services,427408,51,JO,1.3608
18069.48,tiktok,retail,215476,12,AE,3.8907
997.78,x,ecommerce,200575,45,SA,1.9978
18723.89,facebook,ecommerce,191970,3,LB,2.0513
16765.77,facebook,fnb,334624,19,AE,3.7725
2438.34,x,fnb,210354,12,EG,2.0342
1290.5,x,fnb,200705,10,AE,2.0012
16710.68,tiktok,services,84970,36,SA,2.8699
3199.58,facebook,retail,239768,54,LB,1.4372
10744.47,x,fnb,119406,41,SA,3.0184
18323.32,instagram,retail,262930,51,EG,2.6922
11392.22,x,retail,444442,36,SA,2.3892
8004.94,x,fnb,388087,6,SA,2.8489
8955.82,x,services,239549,22,JO,1.5212
1356.03,google,ecommerce,488775,49,AE,2.8393
19378.17,google,retail,490132,5,AE,3.3925
6282.02,tiktok,retail,222738,8,EG,2.711
3868.33,facebook,fnb,381988,50,SA,2.5886
5792.34,instagram,services,171815,6,JO,2.1312
19291.03,google,ecommerce,439443,57,LB,2.5517
1976.29,x,services,187421,46,LB,1.3314
17359.33,tiktok,services,129882,40,AE,3.1471
14186.09,google,retail,67810,33,SA,2.6851
16617.38,facebook,retail,421476,8,JO,2.2667
19520.36,tiktok,retail,149172,26,SA,3.7436
16858.88,tiktok,services,406846,49,SA,3.3016
18873.31,x,fnb,44137,54,LB,1.4337
2626.01,instagram,retail,250940,28,SA,2.5065
15936.19,instagram,services,214519,50,SA,2.9628
10958.95,instagram,ecommerce,219970,47,SA,4.1329
10915.56,facebook,fnb,84511,6,EG,2.256
17988.54,tiktok,ecommerce,37858,38,SA,3.5414
19438.9,google,services,173856,38,LB,2.1163
14126.28,x,services,235646,33,LB,1.4752
9710.47,x,ecommerce,396995,47,LB,2.3495
9182.44,facebook,retail,231764,53,EG,2.0024
7788.19,instagram,ecommerce,123717,34,JO,2.4361
7295.82,instagram,ecommerce,131982,21,JO,2.734
7890.99,instagram,ecommerce,306335,59,AE,3.2142
1886.09,x,services,218393,57,LB,1.5042
1640.98,facebook,ecommerce,450689,42,EG,2.1902
15619.41,facebook,ecommerce,220445,39,LB,2.3911
8976.85,x,ecommerce,283897,8,EG,2.4837
18620.62,x,ecommerce,32888,25,AE,2.6702
12283.2,instagram,ecommerce,97702,14,JO,2.8469
800.0,instagram,fnb,425233,32,EG,2.4373
3234.71,tiktok,services,173038,50,EG,1.7289
4195.81,tiktok,fnb,211084,15,SA,3.616
19517.15,x,ecommerce,295594,59,JO,2.1021
4452.21,tiktok,ecommerce,29870,10,SA,3.4067
10363.54,facebook,ecommerce,253798,8,EG,2.6068
18729.92,tiktok,services,173742,58,AE,3.1785
19546.14,tiktok,fnb,75161,8,SA,4.2255
4803.57,tiktok,retail,209750,44,JO,1.9573
1077.44,tiktok,services,223951,46,AE,2.5406
3156.68,x,services,93976,21,LB,1.6176
1360.24,x,services,271990,6,AE,2.1625
3982.97,instagram,services,373343,20,AE,3.2193
11414.54,instagram,ecommerce,134399,6,SA,4.7732
18257.73,google,retail,483298,41,LB,2.4336
10790.66,tiktok,fnb,306610,53,LB,2.8384
12557.19,tiktok,services,386768,59,AE,2.9998
4117.16,facebook,ecommerce,36009,48,SA,2.2142
16031.61,instagram,ecommerce,383967,47,LB,2.5997
12394.0,google,ecommerce,168966,53,AE,3.67
17296.32,x,ecommerce,355361,46,AE,3.223
18981.98,google,ecommerce,402334,40,LB,2.8418
7023.23,instagram,services,125949,59,AE,2.4819
1902.52,facebook,retail,130383,21,AE,2.375
4595.99,facebook,services,30699,26,LB,1.5404
8813.05,instagram,services,302983,54,EG,2.345
18919.3,tiktok,retail,387242,20,LB,3.0383
7628.37,x,ecommerce,205604,20,SA,2.5949
15438.39,x,services,81332,11,EG,1.9721
10855.49,facebook,ecommerce,158913,18,JO,2.3114
3737.89,google,retail,202019,36,SA,2.8223
6482.61,instagram,ecommerce,458149,53,SA,3.3402
13098.52,facebook,fnb,62885,10,EG,2.6703
13489.78,tiktok,services,172287,41,JO,2.2462
8751.72,facebook,services,319392,46,AE,2.5897
4650.05,instagram,services,119101,54,EG,2.0722
14465.94,tiktok,ecommerce,442482,45,SA,3.6829
3460.57,instagram,retail,454741,11,LB,2.1257
18739.73,tiktok,services,190674,30,EG,2.6121
3839.28,tiktok,ecommerce,373226,57,JO,2.4615
2235.52,google,retail,378204,54,LB,1.6807
10003.19,facebook,fnb,341218,37,LB,2.4327
10439.04,facebook,fnb,94056,57,JO,1.7838
10213.04,tiktok,services,25717,41,SA,2.9023
8789.68,instagram,ecommerce,174263,6,AE,3.8482
19896.82,google,ecommerce,66471,55,EG,2.109
9776.98,facebook,ecommerce,146870,12,AE,3.5077
9611.14,tiktok,fnb,319531,24,AE,3.3717
8493.14,x,services,294812,16,AE,2.6522
1429.83,facebook,retail,105506,44,SA,1.9745
11899.84,instagram,fnb,9837,4,LB,2.0498
4636.56,x,retail,113593,39,AE,1.8623
12788.42,tiktok,retail,227946,52,AE,3.333
1111.59,facebook,ecommerce,389790,47,LB,2.1245
19629.6,instagram,ecommerce,183206,20,EG,2.9304
9433.2,google,services,143676,54,LB,1.6546
17945.43,x,retail,276123,23,JO,2.1488
9563.67,instagram,retail,36722,41,LB,2.0317
1300.58,tiktok,retail,113499,31,AE,2.0426
16462.05,google,services,19179,6,LB,2.2414
12998.86,facebook,retail,263282,3,AE,2.9907
15656.97,instagram,fnb,222145,13,EG,3.1099
8620.58,google,ecommerce,291692,56,LB,2.2748
12794.94,facebook,ecommerce,308947,57,SA,2.3464
17138.96,google,ecommerce,198165,26,EG,3.2793
12658.2,tiktok,fnb,434573,58,SA,3.2728
7018.71,x,services,459207,5,LB,1.7558
13284.34,facebook,retail,56291,58,EG,1.7639
13469.9,x,ecommerce,460140,16,LB,2.3695
19215.68,instagram,retail,99139,5,LB,1.994
7481.16,facebook,services,124956,46,SA,2.5071
8559.13,google,services,265370,24,AE,2.5907
16261.25,tiktok,ecommerce,15672,19,LB,3.4345
10164.67,x,fnb,182690,46,EG,2.5235
14757.8,facebook,retail,98102,21,SA,3.3158
9248.22,facebook,ecommerce,241786,45,JO,2.6774
4388.35,tiktok,services,407527,14,SA,3.1211
14929.56,x,fnb,462138,7,SA,3.2497
2709.99,tiktok,fnb,106879,21,JO,2.5035
4051.81,google,fnb,272900,37,LB,1.7575
12573.82,x,fnb,237734,15,AE,3.4253
14970.67,x,fnb,208145,11,EG,2.5096
17904.29,tiktok,fnb,316714,45,AE,3.8991
5524.47,google,fnb,494730,31,JO,2.1208
2303.41,tiktok,retail,203215,27,AE,2.9379
19125.33,google,ecommerce,33542,16,SA,2.6896
3173.02,tiktok,retail,458068,4,JO,2.6427
4033.57,tiktok,retail,466124,6,AE,2.6993
5897.46,tiktok,retail,161861,41,JO,2.3922
10634.89,google,ecommerce,251329,7,LB,2.3035
17668.23,google,fnb,431431,17,AE,3.162
15234.87,x,fnb,252374,54,SA,2.6037
14192.34,google,fnb,241117,22,SA,3.3781
3586.09,facebook,retail,461060,45,JO,2.0474
7217.88,tiktok,fnb,414573,22,JO,2.5149
9620.26,instagram,retail,254154,56,EG,2.0388
3033.78,facebook,ecommerce,81588,49,EG,1.4627
5541.25,facebook,retail,219765,29,AE,1.9924
6235.83,tiktok,fnb,338550,42,JO,3.2363
2632.8,x,ecommerce,136971,26,EG,2.5989
11049.77,tiktok,ecommerce,269103,56,LB,2.7028
14130.06,tiktok,services,329749,23,JO,2.4002
1491.64,facebook,retail,43425,50,AE,1.9519
9674.35,google,fnb,285252,38,SA,3.5582
15666.0,facebook,retail,369041,39,SA,2.6309
14985.0,x,services,107958,23,JO,1.8513
16319.95,x,fnb,274659,50,AE,2.7065
9019.99,x,services,354997,45,AE,2.1547
16429.09,instagram,services,23100,49,LB,1.6852
4890.99,facebook,ecommerce,322399,48,AE,3.1315
7280.13,instagram,fnb,130612,11,LB,2.0515
3609.48,google,ecommerce,199269,52,SA,3.1386
9402.94,instagram,fnb,324352,50,JO,2.3021
7901.99,x,services,3196,16,SA,1.921
4894.45,facebook,services,9378,58,JO,1.6031
15060.44,facebook,ecommerce,223843,33,JO,2.4852
6345.55,instagram,fnb,474934,21,LB,2.8744
5528.81,google,ecommerce,4023,15,SA,2.2268
2704.72,google,fnb,394602,23,SA,2.9724
8832.55,instagram,fnb,38424,5,AE,3.1028
6129.0,google,fnb,244977,42,JO,2.8229
7448.53,google,services,215874,43,AE,2.0818
4796.35,tiktok,services,234577,41,LB,2.069
15286.79,tiktok,retail,41878,34,SA,3.6803
18607.07,facebook,ecommerce,377012,23,AE,3.4422
10008.84,instagram,ecommerce,138557,44,AE,3.4798
12895.67,tiktok,retail,385754,52,SA,3.3932
17356.73,facebook,ecommerce,328090,7,EG,2.8031
19976.71,tiktok,services,276093,24,AE,4.392
12308.98,facebook,retail,154999,59,AE,2.6097
17806.61,google,fnb,326480,52,LB,2.6824
18181.3,facebook,ecommerce,498826,59,AE,3.1547
15849.88,facebook,fnb,461640,13,SA,2.9741
9272.53,google,ecommerce,458234,29,EG,2.9122
1714.96,instagram,fnb,110632,10,AE,2.5447
414.53,instagram,retail,293069,52,LB,1.7806
9596.29,instagram,fnb,199504,32,SA,3.2204
9936.86,instagram,services,483506,16,EG,2.3269
8206.51,google,services,475092,8,LB,2.1956
11406.53,google,ecommerce,434140,45,SA,3.0581
11088.04,instagram,retail,82203,49,LB,2.1506
16748.6,google,ecommerce,160130,53,SA,3.1331
2262.28,google,services,355926,58,EG,2.0882
4581.04,tiktok,retail,375048,49,EG,2.308
15880.8,tiktok,ecommerce,175794,47,EG,3.3445
16971.95,x,fnb,69279,49,EG,1.9736
19897.0,tiktok,services,69318,59,AE,3.1759
17470.95,instagram,services,342591,29,JO,2.4721
17808.99,tiktok,retail,227630,46,AE,2.7775
6355.52,x,retail,246049,49,AE,2.5454
8093.07,google,services,407867,9,EG,2.2637
5434.89,facebook,fnb,9396,42,AE,2.5862
12165.36,tiktok,retail,377510,22,LB,2.8747
18782.23,google,retail,137840,10,EG,2.2049
6958.35,instagram,ecommerce,465673,12,EG,2.7105
11184.34,x,retail,477735,9,SA,2.7564
5996.36,x,retail,251565,54,LB,1.4754
3479.02,x,services,158599,46,EG,1.7335
3984.19,facebook,retail,117357,8,LB,1.6781
1253.11,tiktok,services,91545,38,SA,2.8292
18990.94,tiktok,services,499603,40,SA,3.6056
8117.3,google,services,94578,32,EG,2.1745
16699.01,x,fnb,223835,37,JO,1.9822
13658.46,instagram,ecommerce,240127,54,LB,2.5795
3919.23,tiktok,services,339911,32,LB,2.5017
3591.7,google,fnb,421481,40,SA,2.9919
16258.57,google,retail,279440,35,JO,2.502
5367.76,google,fnb,379242,25,LB,2.3837
18274.38,instagram,retail,283776,53,SA,3.0662
2887.1,x,retail,218989,26,SA,2.7088
13586.4,facebook,fnb,79717,48,AE,3.1745
16308.03,tiktok,retail,105154,37,EG,2.6532
4781.6,google,retail,216776,42,AE,2.8457
5596.53,facebook,fnb,23986,46,SA,2.1362
19293.93,tiktok,services,158864,44,JO,2.3438
5365.49,tiktok,retail,231852,35,AE,3.4158
8656.15,google,fnb,236845,38,LB,2.503
8707.06,facebook,retail,407572,31,JO,2.2999
5135.39,instagram,retail,483862,22,AE,2.887
15538.24,instagram,retail,365111,44,EG,2.8162
15459.8,google,fnb,40688,53,EG,2.2062
7628.53,instagram,services,204891,43,SA,2.4094
16719.0,tiktok,ecommerce,365225,47,LB,3.4093
4340.19,google,services,297756,50,JO,2.2103
185.68,google,services,229434,23,EG,1.916
11466.23,facebook,ecommerce,218687,6,SA,3.489
19882.15,x,fnb,203573,22,JO,2.4332
869.02,facebook,ecommerce,289929,46,EG,2.4141
4239.16,facebook,ecommerce,90211,49,EG,2.3031
10426.4,facebook,services,259235,32,LB,1.5707
16217.82,instagram,ecommerce,103728,47,EG,3.4429
1871.94,x,retail,340802,7,AE,2.524
7965.17,instagram,ecommerce,432509,39,LB,2.4939
14966.81,google,services,254346,41,AE,2.5787
7493.71,tiktok,retail,194402,31,LB,2.5018
3857.84,facebook,retail,470364,43,LB,1.7307
3990.37,tiktok,services,330186,31,EG,2.5377
8259.97,facebook,fnb,214586,32,SA,3.1721
9640.4,tiktok,fnb,15363,37,AE,3.0113
17250.11,tiktok,fnb,8942,48,LB,1.8971
12880.82,tiktok,ecommerce,111521,17,EG,3.4129
13839.0,instagram,fnb,118950,20,EG,2.6324
19661.44,google,retail,360978,26,SA,3.3737
8295.68,tiktok,fnb,250802,14,LB,2.2576
8126.75,instagram,retail,499979,22,LB,2.3279
18474.6,tiktok,services,270745,22,LB,2.7802
4992.92,facebook,ecommerce,451657,20,LB,2.5642
14623.32,x,ecommerce,276640,26,JO,2.1499
15116.01,google,services,179732,31,AE,2.5864
2045.98,instagram,ecommerce,357561,42,EG,2.5896
9417.8,google,fnb,225263,20,JO,2.7457
4091.19,google,services,138049,51,JO,1.8635
3788.97,google,retail,237139,30,AE,2.7039
9330.18,facebook,services,332786,44,SA,2.5676
5859.65,x,services,188403,9,SA,2.5644
15941.6,x,retail,352312,12,LB,1.9314
18161.34,x,services,490377,28,EG,1.6635
16074.14,x,services,206229,23,SA,2.5394
5394.01,x,fnb,148322,31,AE,3.2155
5555.27,google,services,201682,12,SA,2.273
5169.09,facebook,fnb,419292,29,EG,2.3709
2787.26,tiktok,fnb,90283,42,LB,2.1208
18881.59,instagram,retail,486864,44,EG,2.637
8100.75,instagram,fnb,207579,17,JO,2.6711
4571.32,x,ecommerce,420965,22,EG,2.6865
16948.75,x,ecommerce,393621,32,EG,2.5478
8043.99,tiktok,services,392005,32,LB,2.7019
798.82,google,services,454577,48,EG,1.8001
3322.64,facebook,services,93241,25,EG,1.7492
12821.08,instagram,fnb,297212,41,SA,3.1384
15679.81,x,fnb,50403,53,SA,1.8076
4297.59,tiktok,services,150385,20,EG,2.5086
18356.17,tiktok,ecommerce,21253,49,LB,3.0943
17034.84,tiktok,fnb,341462,21,AE,4.5692
16982.78,instagram,services,304256,22,EG,2.8331
4630.46,x,fnb,370332,40,JO,1.8025
1105.67,google,fnb,88937,38,AE,2.5682
17361.73,google,fnb,166774,34,SA,3.7243
6185.42,instagram,retail,338494,16,JO,2.9539
12416.44,google,fnb,413447,8,LB,2.9036
15223.34,x,services,442952,54,AE,2.5794
